,vacancies,company,post_time,job,location,month_salary,year_salary,year-end_salary,bonus,dividends,other,mood,frequency_overtime,average_day,seniority,total_seniority,work_content,advise_content
563,製程工程師,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,2023.02.13,全職,臺中,65-66k,1210-1220k,130k,6000,300k,,平常心,很少加班,9 hr,4,4,工作內容大致上是提升產品良率，異常處理，維持產線正常運作，SPEC編寫，SPC 監控。異常發生時要負責分析和撰寫報告，專案管理，需要降低生產成本，提高生產速度。,臨機應變能力要好，老闆要報告會要很急，平常大部分時間都在開會，要自己找時間進產線學習，不會有人逼你和監控你，必須自己安排好時間
564,工程師,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,2023.02.12,全職,臺中,70-71k,1180-1190k,,140k,200k,,平常心,常常加班,10 hr,2,2,工作內容較為routing ，上升空間較少，與傳言的台商的薪資、外商的工時完全相符，但我也做了兩年，公司同事彼此都有一定的革命情感，可能很苦吧，最常抱團去公司附近的ktv 唱歌。,建議新人要審慎思考後再來，因為偏辛苦，我是來到新單位才發現自己薪水偏可憐，但公司的飲食不錯，尤其同一層零食櫃有夠飽！
565,製程工程師,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,2023.02.12,全職,臺中,80-81k,1160-1170k,200k,,,,想換工作了,賣肝拼經濟,16 hr,2,4,"我是owner管一個製程，這裡很特別的是，蜜月期非常明顯，當然前一個月有新人訓練的關係，導致跟其他部門的新人都混得很好，那一個月是我在美光在歡樂的時光，每天上課上到五點準時下班在跟組員一起去后里夜市覓食。

新人訓練結束後才是惡夢開始，老鳥欺壓新人，主管早會電人，每天都是者種噩夢日常，主管常常早上要我準備檢討報告，晚上邀請一堆M2 M3來電你，真的很慘
另外新人訓練根本沒什麼幫助......",周圍也是有朋友撐下來，但也是待個兩三年就離職，我覺得自己也滿厲害的，那段時間都有心理諮商，因為美光的主管也習慣這種氣氛，就是學長學姊制很嚴重，很像軍隊的管理...
566,廠務工程師,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,2023.02.04,全職,臺中,61-62k,920-930k,61k,61k,70k,,還算愉快,很少加班,8 hr,1,7,"一般巡檢抄錶
還有用電的分析
緊急異常排除
很少發包工項
PM項目比較少
系統算是很穩定
若還有不清楚的可以私下問我
或者我幫內推","跟台廠比起來 工作算是輕鬆

沒什麼責任重大的工事
但要小心景氣不好畢竟是美商還是會裁員
建議一開始薪資拉高"
567,Industry Engineer,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,2023.01.31,全職,臺中,74-75k,1250-1260k,148k,,222k,,有苦說不出,偶爾加班,10 hr,3,3,"主要是負責工廠未來3年規劃, 因為預算限制和諸多的gap, 常需要與工程單位溝通去最大化效益並且降低成本. 會使用到很多專案管理的手法以及概念, 也需要跟台灣以外的國家開會, 良好的邏輯以及語言能力是必要的","建議有一定的抗壓性並且對數字有敏感度, 對於其他單位給的質疑要適時地去協調溝通, 主管不一定會完全幫忙解決問題, 專案管理的手法是很重要的"
568,OP,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,2023.01.31,全職,臺中,50-51k,600-610k,,,,,想換工作了,很少加班,12 hr,1,1,在ROC顧機台、真不是人幹的、ㄧ個人顧4.50台、ㄧ分鐘都不允許機台idea.動不動就要人寫報告主管只會在那裡聊天打屁他都不知道其他的人聽到他們在那邊聊天心裡有多幹嗎？這裡說是以人為本.全部都是騙人、其他台廠的公司的人情味都比這裡好太多太多了，在這裡真的很沒尊嚴。這裡最會的就是對外宣傳做公益做給外面的人看以為這間公司制度什麼有多好，只要進來的人都只會搖頭真的有夠爛,真的不要進來，人與人之間的相處真的有夠心機，在這裡真的過得很沒尊嚴被罵三字經也只能接受主管才不會去理會這些事情
569,製程工程師,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,2023.01.20,全職,臺中,70-71k,980-990k,140k,6000,,,有苦說不出,賣肝拼經濟,10 hr,5,5,確認製程參數變化，針對變化作調整找root cause，不小心MO要寫報告，建議細心的人來半導體產業工作，除了製程部分還有很多雜事要做，常常過五點後才開始能做自己的事情,建議細心的人來半導體，每天要確認的東西太多了，一個不小心就會需要寫檢討報告，2023年今年半導體產業相對沒那麼好，建議新鮮人不要將半導體公司列為首選
570,製成整合,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,2023.01.04,全職,桃園,67-68k,1140-1150k,130k,,200k,,有苦說不出,常常加班,10 hr,1,1,要顧產品正在生產中的狀況，會有量測站點去觀看產品做得好不好有沒有out 出我們的criteria。要每天看inline 的chart 有沒有正常如果沒有正常要快速的找原因，找出可疑的機台或是原因High light 出來跟各部門解決問題。當中會有爭執也會有推託，同事考驗領導能力。,"半導體產線真的不是簡單的工作，常常需要在短時間內做很多和學很多事情。
想清楚後再進來，不然生活會變得很不快樂，相反的如果可以勝任這份工作會覺得很有成就感"
571,產品副理,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,2023.01.03,全職,臺中,190-191k,3110-3120k,380k,,450k,,還算愉快,很少加班,8 hr,8,12,"美商文化開放，可認識來自世界各地的人及文化，但現在一些上位者是前台廠的人，整併之後帶來一些讓人不是很習慣的台廠文化陋習，但還是不乏一些真的開明的主管，所以你活的好不好，跟你的直屬老闆和 report chain ,很有關係。你的分紅跟你的performance ，有直接關係，如果公司有達100%的目標達成率，最多大概就是年薪的36%，很難像一些台廠賺得多就發越多的狀況。",有企圖心積極想往上的的速度會很快，但一定有一些難免會遇到的政治問題，但試著站在更高的角度看事情並報持著解決問題的態度，一定會有開明的主管看到你，面對問題對事不對人，相信還是可以保持心情平靜。
572,Process Engineer,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,2022.12.28,全職,臺中,56-57k,970-980k,105k,17k,129k,50k,還算愉快,很少加班,8 hr,1,5,"負責當站製程相關事務

分內工作大概是這樣，我任職地方是需要輪班(四個月一次) 日班工作室常日班
1.Fan out recipe
2.modify SPEC
3.align global team 
4.yield
工作氛圍依照各單位有所不同，但相對而言製程單位相對輕鬆，有些站點設備可以幫忙cover很多生產有關的異常，通常異常回報都先由EST確認再回報到EE/PE這邊。","不求大富大貴，可以加入
若求穩求財，建議三思
最近外商狀況不太好，在這邊業界薪資條件比較業界不像三~四年前這麼優"
573,Equipment support technician,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,2022.12.27,全職,臺中,55-56k,1100-1110k,100k,17k,125k,200k,平常心,常常加班,10 hr,4,4,"工作內容不外乎是設備應有職責

PM / Conversion / Repair...... and recipe fan out
日工時10hr/day
月工時150+46/m
加班依照勞基法最高46hr","加入美光祖墳發光
以前幾年來說美光還不錯，這間公司以人為本，主管不能對你三字經，有ER系統可以舉報

總結:每季員工聚餐/餐廳餐點不錯/工作氣氛和善/不會在意動不動就不調薪的話可以到這邊養老"
574,薄膜設備工程師,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,2022.12.11,全職,桃園,76-77k,910-920k,,,,,想換工作了,賣肝拼經濟,14 hr,1,3,"公司制度不佳。有什麼Tool owner跟值班的班長這兩個職位
你進去如果是輪班的，他們會把你當免洗在壓。
基本尊重根本沒有。 而這些Tool owner落井下石的方式在修理你值班交接有多爛，值班班長根本就是幫兇，他不會教你或者交接看你被罵。
同事都是瑞晶滑啞老人，會想辦法把你弄臭，好符合公司的10%砍人，讓你被列入觀察。","直接放棄會最好。這裡的老闆跟同事普遍學歷很低。
講話跟基本尊重都是沒有的。
所以別想在這學到任何東西，他們很會藏招的。
主要是很會排擠人
你很認真很怎樣的 報告多會寫做的在精美
他們就越是針對。 別不信邪
離職的時候跟HR講 對大家都好"
575,Test engineer,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,2022.11.09,全職,臺中,85-86k,1390-1400k,184k,,184k,,有苦說不出,常常加班,10 hr,1,5,駐廠在高雄日月光，主要負責跟測試廠溝通，將測試程式release到產線上，每次的測試程式release都需要想要怎麼驗證程式沒問題，比較麻煩的是要在有限的資源與時間下做這件事其實蠻困難的，常常被deadline追著跑。另外也會碰到測試程式，所以對程式開發有點基本的概念會比較好。,建議進來要有心理準備，這是產線缺，常常假日還要收信回信，才不會delay產品測試驗證的時程，另外也建議要有程式開發與電子學的概念與底子會比較好上手。
576,夜班技術員,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,2022.11.04,全職,臺中,39-40k,690-700k,78k,3000,84k,58k,還算愉快,偶爾加班,10 hr,1,1,"工作項目：
1. 負責生產線機器、設備之操作，並維持機台正常運作。
2. 進行製造現場的產品組裝、檢驗、包裝出貨等作業。
3. 與其他作業員進行協調，以符合生產及程序標準。
4. 填寫生產報表，以檢視與生產目標的距離。
5. 完成主管交辦有關生產產品、程序事宜。

工作環境：無塵室
福利條件：人事請假優於勞基法","能力建議：擁有基本英文職場類的單字詞彙量與基本的文書處理能力。
作息建議：43輪加上夜班會讓你減少與一般作息朋友出去的時間，要做好心理調適。
職場建議：公司屬於標準美商環境，有問題是需要自己尋求管道協助的，而且通常不會有人幫你追後續，要自立自強。"
577,廠務工程師,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,2022.11.04,實習,臺中,44-45k,520-530k,,,,,還算愉快,很少加班,8 hr,1,1,一開始會有學長帶認識廠內環境，開始讓自己可以了解廠務工程師的職責所在，一個月過後開始會需要自己去做專案報告，因為我的專長是材料，所以就針對無塵室高架地板的材質去做分析，偶後有被沿用做後續發展。,想去這間公司實習的話，需要對這間公司的產品有稍微了解，而且也需要提供自己平時如何紓解壓力的方法，好讓主管知道你可以排解壓力，工作起來不會被綁死死的人。
578,Data Scientist,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,2022.10.24,全職,桃園,,,,,,,平常心,偶爾加班,10 hr,2,2,美光的 Data S...,美光資料科學也會收新...
579,software engineer,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,2022.10.24,全職,臺中,,,,,,,平常心,很少加班,9 hr,3,6,針對機台與公司內部系...,適合半養老，不會學到...
580,製程工程師,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,2022.10.18,全職,臺中,,,,,,,想換工作了,常常加班,10 hr,3,3,製程參數改善、降低成...,底薪算高，保14個月...
581,設備工程師,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,2022.10.18,全職,臺中,,,,,,,有苦說不出,常常加班,14 hr,1,4,主要負責機台的維護保...,建議想要單純賺錢沒有...
582,廠務電力工程師,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,2022.10.16,全職,臺中,,,,,,,平常心,偶爾加班,10 hr,2,3,電力系統維護保養，以...,如果要進來此公司。必...
583,assembly process engineer,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,2022.10.09,全職,臺中,,,,,,,平常心,偶爾加班,10 hr,2,2,美光的後段封測廠，工...,可以建議英文練好往g...
584,美光記憶體Data engineer manager,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,2022.10.08,全職,桃園,,,,,,,有苦說不出,很少加班,9 hr,5,16,專案都圍繞在半導體資...,"基本上就是美商, 整..."
585,職員,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,2022.10.02,全職,臺中,,,,,,,還算愉快,很少加班,8 hr,1,1,職責概要: 維護現有...,針對這個職務可以給一...
586,Process Engineer,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,2022.09.23,全職,臺中,,,,,,,平常心,常常加班,10 hr,3,4,"常日工作內容:
1...",1.美光是有制度的公...
